MES_ANO,ESTADO,VALOR REVENDA (R$/L)
2006-07,RORAIMA,2.97375
2006-07,SANTA CATARINA,2.51825
2006-07,SAO PAULO,2.45075
2006-07,SERGIPE,2.5629999999999997
2006-07,TOCANTINS,2.77625
2006-08,ACRE,2.968
2006-08,ALAGOAS,2.8192
2006-08,AMAPA,2.5423999999999998
2006-08,AMAZONAS,2.5812
2006-08,BAHIA,2.6492
2006-08,CEARA,2.7492
2006-08,DISTRITO FEDERAL,2.6246
2006-08,ESPIRITO SANTO,2.7164
2006-08,GOIAS,2.6418
2006-08,MARANHAO,2.7564
2006-08,MATO GROSSO,2.9532
2006-08,MATO GROSSO DO SUL,2.7640000000000002
2006-08,MINAS GERAIS,2.49
2006-08,PARA,2.6508
2006-08,PARAIBA,2.659
2006-08,PARANA,2.4736000000000002
2006-08,PERNAMBUCO,2.6357999999999997
2006-08,PIAUI,2.5162
2006-08,RIO DE JANEIRO,2.5542000000000002
2006-08,RIO GRANDE DO NORTE,2.6559999999999997
2006-08,RIO GRANDE DO SUL,2.7426000000000004
2006-08,RONDONIA,2.6866
2006-08,RORAIMA,2.9348
2006-08,SANTA CATARINA,2.5136
2006-08,SAO PAULO,2.4514
2006-08,SERGIPE,2.5484
2006-08,TOCANTINS,2.7632
2006-09,ACRE,2.966
2006-09,ALAGOAS,2.8200000000000003
2006-09,AMAPA,2.525
2006-09,AMAZONAS,2.5700000000000003
2006-09,BAHIA,2.69
2006-09,CEARA,2.7395
2006-09,DISTRITO FEDERAL,2.61775
2006-09,ESPIRITO SANTO,2.69825
2006-09,GOIAS,2.64025
2006-09,MARANHAO,2.73575
2006-09,MATO GROSSO,2.95775
2006-09,MATO GROSSO DO SUL,2.72525
2006-09,MINAS GERAIS,2.49325
2006-09,PARA,2.6487499999999997
2006-09,PARAIBA,2.65275
2006-09,PARANA,2.4467499999999998
2006-09,PERNAMBUCO,2.66475
2006-09,PIAUI,2.50625
2006-09,RIO DE JANEIRO,2.55125
2006-09,RIO GRANDE DO NORTE,2.70775
2006-09,RIO GRANDE DO SUL,2.715
2006-09,RONDONIA,2.7705
2006-09,RORAIMA,2.808
2006-09,SANTA CATARINA,2.5135
2006-09,SAO PAULO,2.44175
2006-09,SERGIPE,2.54375
2006-09,TOCANTINS,2.7555
2006-10,ACRE,2.96225
2006-10,ALAGOAS,2.8209999999999997
2006-10,AMAPA,2.5155
2006-10,AMAZONAS,2.549
2006-10,BAHIA,2.6814999999999998
2006-10,CEARA,2.72125
2006-10,DISTRITO FEDERAL,2.507
2006-10,ESPIRITO SANTO,2.62875
2006-10,GOIAS,2.5934999999999997
2006-10,MARANHAO,2.76475
2006-10,MATO GROSSO,2.9535
2006-10,MATO GROSSO DO SUL,2.6942500000000003
2006-10,MINAS GERAIS,2.483
2006-10,PARA,2.63875
2006-10,PARAIBA,2.64175
2006-10,PARANA,2.5067500000000003
2006-10,PERNAMBUCO,2.64725
2006-10,PIAUI,2.45525
2006-10,RIO DE JANEIRO,2.5404999999999998
2006-10,RIO GRANDE DO NORTE,2.7125
2006-10,RIO GRANDE DO SUL,2.72125
2006-10,RONDONIA,2.7785
2006-10,RORAIMA,2.7359999999999998
2006-10,SANTA CATARINA,2.5745
2006-10,SAO PAULO,2.441
2006-10,SERGIPE,2.54375
2006-10,TOCANTINS,2.74925
2006-11,ACRE,2.9574
2006-11,ALAGOAS,2.8186
2006-11,AMAPA,2.495
2006-11,AMAZONAS,2.495
2006-11,BAHIA,2.6361999999999997
2006-11,CEARA,2.6866
2006-11,DISTRITO FEDERAL,2.6654
2006-11,ESPIRITO SANTO,2.5835999999999997
2006-11,GOIAS,2.5486
2006-11,MARANHAO,2.7438
2006-11,MATO GROSSO,2.9488
2006-11,MATO GROSSO DO SUL,2.7478000000000002
2006-11,MINAS GERAIS,2.4644000000000004
2006-11,PARA,2.6122
2006-11,PARAIBA,2.6302
2006-11,PARANA,2.535
2006-11,PERNAMBUCO,2.5866
2006-11,PIAUI,2.4008
2006-11,RIO DE JANEIRO,2.5336
2006-11,RIO GRANDE DO NORTE,2.6688
2006-11,RIO GRANDE DO SUL,2.6942
2006-11,RONDONIA,2.7606
2006-11,RORAIMA,2.6576
2006-11,SANTA CATARINA,2.5664000000000002
2006-11,SAO PAULO,2.426
2006-11,SERGIPE,2.5354
2006-11,TOCANTINS,2.7438000000000002
2006-12,ACRE,2.94575
2006-12,ALAGOAS,2.819
2006-12,AMAPA,2.4895
2006-12,AMAZONAS,2.4845
2006-12,BAHIA,2.61875
2006-12,CEARA,2.658
2006-12,DISTRITO FEDERAL,2.6505
2006-12,ESPIRITO SANTO,2.578
2006-12,GOIAS,2.55275
2006-12,MARANHAO,2.7525
2006-12,MATO GROSSO,2.9445
2006-12,MATO GROSSO DO SUL,2.7437500000000004
2006-12,MINAS GERAIS,2.46725
2006-12,PARA,2.6174999999999997
2006-12,PARAIBA,2.628
2006-12,PARANA,2.517
2006-12,PERNAMBUCO,2.6275
2006-12,PIAUI,2.3842499999999998
2006-12,RIO DE JANEIRO,2.5300000000000002
2006-12,RIO GRANDE DO NORTE,2.55175
2006-12,RIO GRANDE DO SUL,2.68275
2006-12,RONDONIA,2.745
2006-12,RORAIMA,2.707
2006-12,SANTA CATARINA,2.5505
2006-12,SAO PAULO,2.41775
2006-12,SERGIPE,2.527
2006-12,TOCANTINS,2.7395
2007-01,ACRE,2.936
2007-01,ALAGOAS,2.817
2007-01,AMAPA,2.5084
2007-01,AMAZONAS,2.4067999999999996
2007-01,BAHIA,2.6578
2007-01,CEARA,2.6513999999999998
2007-01,DISTRITO FEDERAL,2.5362
2007-01,ESPIRITO SANTO,2.6754
2007-01,GOIAS,2.4446
2007-01,MARANHAO,2.751
2007-01,MATO GROSSO,2.9442
2007-01,MATO GROSSO DO SUL,2.7346
2007-01,MINAS GERAIS,2.4686
2007-01,PARA,2.6231999999999998
2007-01,PARAIBA,2.6264
2007-01,PARANA,2.4753999999999996
2007-01,PERNAMBUCO,2.6071999999999997
2007-01,PIAUI,2.3734
2007-01,RIO DE JANEIRO,2.5294
2007-01,RIO GRANDE DO NORTE,2.5636
2007-01,RIO GRANDE DO SUL,2.6597999999999997
2007-01,RONDONIA,2.7418
2007-01,RORAIMA,2.7594000000000003
2007-01,SANTA CATARINA,2.558
2007-01,SAO PAULO,2.4264
2007-01,SERGIPE,2.525
2007-01,TOCANTINS,2.7399999999999998
2007-02,ACRE,2.9290000000000003
2007-02,ALAGOAS,2.8145
2007-02,AMAPA,2.516
2007-02,AMAZONAS,2.5195
2007-02,BAHIA,2.6755
2007-02,CEARA,2.64875
2007-02,DISTRITO FEDERAL,2.54375
2007-02,ESPIRITO SANTO,2.66975
2007-02,GOIAS,2.549
2007-02,MARANHAO,2.75
2007-02,MATO GROSSO,2.9425
2007-02,MATO GROSSO DO SUL,2.68925
2007-02,MINAS GERAIS,2.44725
2007-02,PARA,2.598
2007-02,PARAIBA,2.62525
2007-02,PARANA,2.4779999999999998
2007-02,PERNAMBUCO,2.566
2007-02,PIAUI,2.42425
2007-02,RIO DE JANEIRO,2.52925
2007-02,RIO GRANDE DO NORTE,2.55
2007-02,RIO GRANDE DO SUL,2.5665
2007-02,RONDONIA,2.7245
2007-02,RORAIMA,2.763
2007-02,SANTA CATARINA,2.54875
2007-02,SAO PAULO,2.4217500000000003
2007-02,SERGIPE,2.52475
2007-02,TOCANTINS,2.73725
2007-03,ACRE,2.93925
2007-03,ALAGOAS,2.812
2007-03,AMAPA,2.519
2007-03,AMAZONAS,2.51925
2007-03,BAHIA,2.66925
2007-03,CEARA,2.6414999999999997
2007-03,DISTRITO FEDERAL,2.49625
2007-03,ESPIRITO SANTO,2.66575
2007-03,GOIAS,2.571
2007-03,MARANHAO,2.74725
2007-03,MATO GROSSO,2.9375
2007-03,MATO GROSSO DO SUL,2.68225
2007-03,MINAS GERAIS,2.49325
2007-03,PARA,2.58425
2007-03,PARAIBA,2.6435
2007-03,PARANA,2.43675
2007-03,PERNAMBUCO,2.611
2007-03,PIAUI,2.50825
2007-03,RIO DE JANEIRO,2.52725
2007-03,RIO GRANDE DO NORTE,2.6025
2007-03,RIO GRANDE DO SUL,2.58325
2007-03,RONDONIA,2.6985
2007-03,RORAIMA,2.7640000000000002
2007-03,SANTA CATARINA,2.55175
2007-03,SAO PAULO,2.41725
2007-03,SERGIPE,2.51925
2007-03,TOCANTINS,2.73925
2007-04,ACRE,2.9485
2007-04,ALAGOAS,2.8114999999999997
2007-04,AMAPA,2.602
2007-04,AMAZONAS,2.518
2007-04,BAHIA,2.6765
2007-04,CEARA,2.6315
2007-04,DISTRITO FEDERAL,2.458
2007-04,ESPIRITO SANTO,2.68225
2007-04,GOIAS,2.59725
2007-04,MARANHAO,2.74675
2007-04,MATO GROSSO,2.9345
2007-04,MATO GROSSO DO SUL,2.662
2007-04,MINAS GERAIS,2.50625
2007-04,PARA,2.585
2007-04,PARAIBA,2.651
2007-04,PARANA,2.4427499999999998
2007-04,PERNAMBUCO,2.65875
2007-04,PIAUI,2.575
2007-04,RIO DE JANEIRO,2.55
2007-04,RIO GRANDE DO NORTE,2.5949999999999998
2007-04,RIO GRANDE DO SUL,2.589
2007-04,RONDONIA,2.67275
2007-04,RORAIMA,2.695
2007-04,SANTA CATARINA,2.5775
2007-04,SAO PAULO,2.4395
2007-04,SERGIPE,2.52075
2007-04,TOCANTINS,2.7422500000000003
2007-05,ACRE,2.9488
2007-05,ALAGOAS,2.8126
2007-05,AMAPA,2.6420000000000003
2007-05,AMAZONAS,2.5172
2007-05,BAHIA,2.6592
2007-05,CEARA,2.6084
2007-05,DISTRITO FEDERAL,2.6498
2007-05,ESPIRITO SANTO,2.6963999999999997
2007-05,GOIAS,2.6
2007-05,MARANHAO,2.7426000000000004
2007-05,MATO GROSSO,2.9282
2007-05,MATO GROSSO DO SUL,2.7246
2007-05,MINAS GERAIS,2.5026
2007-05,PARA,2.6659999999999995
2007-05,PARAIBA,2.6074
2007-05,PARANA,2.3926
2007-05,PERNAMBUCO,2.6226
2007-05,PIAUI,2.6
2007-05,RIO DE JANEIRO,2.5595999999999997
2007-05,RIO GRANDE DO NORTE,2.6014
2007-05,RIO GRANDE DO SUL,2.565
2007-05,RONDONIA,2.6795999999999998
2007-05,RORAIMA,2.5972
2007-05,SANTA CATARINA,2.5705999999999998
2007-05,SAO PAULO,2.4548
2007-05,SERGIPE,2.5254
2007-05,TOCANTINS,2.748
2007-06,ACRE,2.93925
2007-06,ALAGOAS,2.81
2007-06,AMAPA,2.3945
2007-06,AMAZONAS,2.5147500000000003
2007-06,BAHIA,2.58325
2007-06,CEARA,2.54225
2007-06,DISTRITO FEDERAL,2.661
2007-06,ESPIRITO SANTO,2.6502499999999998
2007-06,GOIAS,2.58225
2007-06,MARANHAO,2.73575
2007-06,MATO GROSSO,2.93625
2007-06,MATO GROSSO DO SUL,2.76625
2007-06,MINAS GERAIS,2.468
2007-06,PARA,2.65825
2007-06,PARAIBA,2.5300000000000002
2007-06,PARANA,2.391
2007-06,PERNAMBUCO,2.65975
2007-06,PIAUI,2.6155
2007-06,RIO DE JANEIRO,2.54775
2007-06,RIO GRANDE DO NORTE,2.5345
2007-06,RIO GRANDE DO SUL,2.60225
2007-06,RONDONIA,2.6727499999999997
2007-06,RORAIMA,2.56525
2007-06,SANTA CATARINA,2.56825
2007-06,SAO PAULO,2.43975
2007-06,SERGIPE,2.5195
2007-06,TOCANTINS,2.7455000000000003
2007-07,ACRE,2.9055
2007-07,ALAGOAS,2.80875
2007-07,AMAPA,2.30825
2007-07,AMAZONAS,2.4892499999999997
2007-07,BAHIA,2.62925
2007-07,CEARA,2.534
2007-07,DISTRITO FEDERAL,2.6295
2007-07,ESPIRITO SANTO,2.6382499999999998
2007-07,GOIAS,2.56725
2007-07,MARANHAO,2.72975
2007-07,MATO GROSSO,2.93175
2007-07,MATO GROSSO DO SUL,2.725
2007-07,MINAS GERAIS,2.446
2007-07,PARA,2.642
2007-07,PARAIBA,2.49825
2007-07,PARANA,2.40225
2007-07,PERNAMBUCO,2.54975
2007-07,PIAUI,2.617
2007-07,RIO DE JANEIRO,2.53225
2007-07,RIO GRANDE DO NORTE,2.487
2007-07,RIO GRANDE DO SUL,2.57575
2007-07,RONDONIA,2.649
2007-07,RORAIMA,2.572
2007-07,SANTA CATARINA,2.549
2007-07,SAO PAULO,2.42075
2007-07,SERGIPE,2.51525
2007-07,TOCANTINS,2.733
2007-08,ACRE,2.9013999999999998
2007-08,ALAGOAS,2.8058
2007-08,AMAPA,2.2602
2007-08,AMAZONAS,2.4336
2007-08,BAHIA,2.5544000000000002
2007-08,CEARA,2.654
2007-08,DISTRITO FEDERAL,2.5824
2007-08,ESPIRITO SANTO,2.5298
2007-08,GOIAS,2.3649999999999998
2007-08,MARANHAO,2.7168
2007-08,MATO GROSSO,2.825
2007-08,MATO GROSSO DO SUL,2.6884
2007-08,MINAS GERAIS,2.4408000000000003
2007-08,PARA,2.6322
2007-08,PARAIBA,2.4536000000000002
2007-08,PARANA,2.4538
2007-08,PERNAMBUCO,2.6106000000000003
2007-08,PIAUI,2.6276
2007-08,RIO DE JANEIRO,2.5246000000000004
2007-08,RIO GRANDE DO NORTE,2.502
2007-08,RIO GRANDE DO SUL,2.5372
2007-08,RONDONIA,2.6334
2007-08,RORAIMA,2.5744
2007-08,SANTA CATARINA,2.5224
2007-08,SAO PAULO,2.397
2007-08,SERGIPE,2.51
2007-08,TOCANTINS,2.716
2007-09,ACRE,2.89875
2007-09,ALAGOAS,2.80625
2007-09,AMAPA,2.22925
2007-09,AMAZONAS,2.445
2007-09,BAHIA,2.513
2007-09,CEARA,2.64475
2007-09,DISTRITO FEDERAL,2.5692500000000003
2007-09,ESPIRITO SANTO,2.4985
2007-09,GOIAS,2.35875
2007-09,MARANHAO,2.70675
2007-09,MATO GROSSO,2.818
2007-09,MATO GROSSO DO SUL,2.675
2007-09,MINAS GERAIS,2.4115
2007-09,PARA,2.62975
2007-09,PARAIBA,2.42525
2007-09,PARANA,2.4495
2007-09,PERNAMBUCO,2.6585
2007-09,PIAUI,2.57925
2007-09,RIO DE JANEIRO,2.51875
2007-09,RIO GRANDE DO NORTE,2.49125
2007-09,RIO GRANDE DO SUL,2.48125
2007-09,RONDONIA,2.6479999999999997
2007-09,RORAIMA,2.57625
2007-09,SANTA CATARINA,2.51025
2007-09,SAO PAULO,2.3842499999999998
2007-09,SERGIPE,2.515
2007-09,TOCANTINS,2.708
2007-10,ACRE,2.896
2007-10,ALAGOAS,2.7968
2007-10,AMAPA,2.2974
2007-10,AMAZONAS,2.3904
2007-10,BAHIA,2.5576
2007-10,CEARA,2.6302
2007-10,DISTRITO FEDERAL,2.5522
2007-10,ESPIRITO SANTO,2.5886
2007-10,GOIAS,2.5432
2007-10,MARANHAO,2.6978
2007-10,MATO GROSSO,2.8388
2007-10,MATO GROSSO DO SUL,2.6728
2007-10,MINAS GERAIS,2.4082
2007-10,PARA,2.6198
2007-10,PARAIBA,2.4318
2007-10,PARANA,2.446
2007-10,PERNAMBUCO,2.5420000000000003
2007-10,PIAUI,2.632
2007-10,RIO DE JANEIRO,2.5140000000000002
2007-10,RIO GRANDE DO NORTE,2.5065999999999997
2007-10,RIO GRANDE DO SUL,2.4968
2007-10,RONDONIA,2.6746
2007-10,RORAIMA,2.5726
2007-10,SANTA CATARINA,2.5068
2007-10,SAO PAULO,2.38
2007-10,SERGIPE,2.5138
2007-10,TOCANTINS,2.7062
2007-11,ACRE,2.89775
2007-11,ALAGOAS,2.7865
2007-11,AMAPA,2.4375
2007-11,AMAZONAS,2.4355
2007-11,BAHIA,2.576
2007-11,CEARA,2.49175
2007-11,DISTRITO FEDERAL,2.57575
2007-11,ESPIRITO SANTO,2.593
2007-11,GOIAS,2.55225
2007-11,MARANHAO,2.695
2007-11,MATO GROSSO,2.877
2007-11,MATO GROSSO DO SUL,2.72025
2007-11,MINAS GERAIS,2.44775
2007-11,PARA,2.61925
2007-11,PARAIBA,2.41825
2007-11,PARANA,2.4515000000000002
2007-11,PERNAMBUCO,2.52025
2007-11,PIAUI,2.5835
2007-11,RIO DE JANEIRO,2.5175
2007-11,RIO GRANDE DO NORTE,2.55625
2007-11,RIO GRANDE DO SUL,2.54825
2007-11,RONDONIA,2.6795
2007-11,RORAIMA,2.56875
2007-11,SANTA CATARINA,2.51
2007-11,SAO PAULO,2.38775
2007-11,SERGIPE,2.50925
2007-11,TOCANTINS,2.7
2007-12,ACRE,2.896
2007-12,ALAGOAS,2.77775
2007-12,AMAPA,2.54425
2007-12,AMAZONAS,2.405
2007-12,BAHIA,2.60625
2007-12,CEARA,2.6225
2007-12,DISTRITO FEDERAL,2.60725
2007-12,ESPIRITO SANTO,2.5860000000000003
2007-12,GOIAS,2.5805
2007-12,MARANHAO,2.6952499999999997
2007-12,MATO GROSSO,2.87575
2007-12,MATO GROSSO DO SUL,2.8015
2007-12,MINAS GERAIS,2.47225
2007-12,PARA,2.711
2007-12,PARAIBA,2.417
2007-12,PARANA,2.4505
2007-12,PERNAMBUCO,2.594
2007-12,PIAUI,2.5829999999999997
2007-12,RIO DE JANEIRO,2.53475
2007-12,RIO GRANDE DO NORTE,2.56775
2007-12,RIO GRANDE DO SUL,2.57425
2007-12,RONDONIA,2.68375
2007-12,RORAIMA,2.59775
2007-12,SANTA CATARINA,2.5355
2007-12,SAO PAULO,2.401
2007-12,SERGIPE,2.5145
2007-12,TOCANTINS,2.7085
2008-01,ACRE,2.9626
2008-01,ALAGOAS,2.7762000000000002
2008-01,AMAPA,2.541
2008-01,AMAZONAS,2.4056
2008-01,BAHIA,2.5936
2008-01,CEARA,2.6776
2008-01,DISTRITO FEDERAL,2.6008
2008-01,ESPIRITO SANTO,2.575
2008-01,GOIAS,2.5618000000000003
2008-01,MARANHAO,2.6948
2008-01,MATO GROSSO,2.847
2008-01,MATO GROSSO DO SUL,2.8034
2008-01,MINAS GERAIS,2.4686
2008-01,PARA,2.7364
2008-01,PARAIBA,2.415
2008-01,PARANA,2.4416
2008-01,PERNAMBUCO,2.5948
2008-01,PIAUI,2.5876
2008-01,RIO DE JANEIRO,2.5376000000000003
2008-01,RIO GRANDE DO NORTE,2.5564
2008-01,RIO GRANDE DO SUL,2.5408
2008-01,RONDONIA,2.6994
2008-01,RORAIMA,2.6728
2008-01,SANTA CATARINA,2.5426
2008-01,SAO PAULO,2.4002
2008-01,SERGIPE,2.5149999999999997
2008-01,TOCANTINS,2.7312000000000003
2008-02,ACRE,2.9635
2008-02,ALAGOAS,2.76925
2008-02,AMAPA,2.5635
2008-02,AMAZONAS,2.396
2008-02,BAHIA,2.53425
2008-02,CEARA,2.66725
2008-02,DISTRITO FEDERAL,2.629
2008-02,ESPIRITO SANTO,2.575
2008-02,GOIAS,2.53775
2008-02,MARANHAO,2.687
2008-02,MATO GROSSO,2.884
2008-02,MATO GROSSO DO SUL,2.75525
2008-02,MINAS GERAIS,2.4530000000000003
2008-02,PARA,2.74
2008-02,PARAIBA,2.4924999999999997
2008-02,PARANA,2.3525
2008-02,PERNAMBUCO,2.59925
2008-02,PIAUI,2.601
2008-02,RIO DE JANEIRO,2.5372500000000002
2008-02,RIO GRANDE DO NORTE,2.4699999999999998
2008-02,RIO GRANDE DO SUL,2.468
2008-02,RONDONIA,2.719
2008-02,RORAIMA,2.6727499999999997
2008-02,SANTA CATARINA,2.534
2008-02,SAO PAULO,2.3955
2008-02,SERGIPE,2.5115
2008-02,TOCANTINS,2.74925
2008-03,ACRE,2.9625
2008-03,ALAGOAS,2.76825
2008-03,AMAPA,2.61475
2008-03,AMAZONAS,2.4444999999999997
2008-03,BAHIA,2.48475
2008-03,CEARA,2.621
2008-03,DISTRITO FEDERAL,2.46275
2008-03,ESPIRITO SANTO,2.62275
2008-03,GOIAS,2.5284999999999997
2008-03,MARANHAO,2.67375
2008-03,MATO GROSSO,2.8715
2008-03,MATO GROSSO DO SUL,2.7275
2008-03,MINAS GERAIS,2.4625000000000004
2008-03,PARA,2.74125
2008-03,PARAIBA,2.45875
2008-03,PARANA,2.43125
2008-03,PERNAMBUCO,2.59725
2008-03,PIAUI,2.6390000000000002
2008-03,RIO DE JANEIRO,2.538
2008-03,RIO GRANDE DO NORTE,2.5755
2008-03,RIO GRANDE DO SUL,2.548
2008-03,RONDONIA,2.72075
2008-03,RORAIMA,2.6727499999999997
2008-03,SANTA CATARINA,2.523
2008-03,SAO PAULO,2.396
2008-03,SERGIPE,2.5145
2008-03,TOCANTINS,2.74575
2008-04,ACRE,2.9614000000000003
2008-04,ALAGOAS,2.7649999999999997
2008-04,AMAPA,2.6028
2008-04,AMAZONAS,2.4352
2008-04,BAHIA,2.625
2008-04,CEARA,2.4872
2008-04,DISTRITO FEDERAL,2.5716
2008-04,ESPIRITO SANTO,2.621
2008-04,GOIAS,2.4244
2008-04,MARANHAO,2.6622
2008-04,MATO GROSSO,2.8252
2008-04,MATO GROSSO DO SUL,2.697
2008-04,MINAS GERAIS,2.4516
2008-04,PARA,2.7282
2008-04,PARAIBA,2.4426
2008-04,PARANA,2.4036
2008-04,PERNAMBUCO,2.598
2008-04,PIAUI,2.5858
2008-04,RIO DE JANEIRO,2.5426
2008-04,RIO GRANDE DO NORTE,2.5602
2008-04,RIO GRANDE DO SUL,2.5634
2008-04,RONDONIA,2.7041999999999997
2008-04,RORAIMA,2.6736
2008-04,SANTA CATARINA,2.516
2008-04,SAO PAULO,2.3964
2008-04,SERGIPE,2.5156
2008-04,TOCANTINS,2.7358000000000002
2008-05,ACRE,2.96175
2008-05,ALAGOAS,2.76025
2008-05,AMAPA,2.6035
2008-05,AMAZONAS,2.43375
2008-05,BAHIA,2.67575
2008-05,CEARA,2.45975
2008-05,DISTRITO FEDERAL,2.573
2008-05,ESPIRITO SANTO,2.622
2008-05,GOIAS,2.41825
2008-05,MARANHAO,2.6515
2008-05,MATO GROSSO,2.79625
2008-05,MATO GROSSO DO SUL,2.654
2008-05,MINAS GERAIS,2.4445
2008-05,PARA,2.72175
2008-05,PARAIBA,2.42925
2008-05,PARANA,2.38875
2008-05,PERNAMBUCO,2.5955
2008-05,PIAUI,2.5765000000000002
2008-05,RIO DE JANEIRO,2.54575
2008-05,RIO GRANDE DO NORTE,2.535
2008-05,RIO GRANDE DO SUL,2.56325
2008-05,RONDONIA,2.69725
2008-05,RORAIMA,2.67275
2008-05,SANTA CATARINA,2.5205
2008-05,SAO PAULO,2.40425
2008-05,SERGIPE,2.5164999999999997
2008-05,TOCANTINS,2.7375
2008-06,ACRE,2.96
2008-06,ALAGOAS,2.7577499999999997
2008-06,AMAPA,2.60025
2008-06,AMAZONAS,2.4025
2008-06,BAHIA,2.68025
2008-06,CEARA,2.49175
2008-06,DISTRITO FEDERAL,2.5805
2008-06,ESPIRITO SANTO,2.621
2008-06,GOIAS,2.418
2008-06,MARANHAO,2.6390000000000002
2008-06,MATO GROSSO,2.70825
2008-06,MATO GROSSO DO SUL,2.6215
2008-06,MINAS GERAIS,2.4370000000000003
2008-06,PARA,2.7145
2008-06,PARAIBA,2.42625
2008-06,PARANA,2.386
2008-06,PERNAMBUCO,2.5940000000000003
2008-06,PIAUI,2.54875
2008-06,RIO DE JANEIRO,2.5445
2008-06,RIO GRANDE DO NORTE,2.54725
2008-06,RIO GRANDE DO SUL,2.56825
2008-06,RONDONIA,2.68525
2008-06,RORAIMA,2.6710000000000003
2008-06,SANTA CATARINA,2.52075
2008-06,SAO PAULO,2.39825
2008-06,SERGIPE,2.519
2008-06,TOCANTINS,2.73675
2008-07,ACRE,2.9594
2008-07,ALAGOAS,2.7626
2008-07,AMAPA,2.5998
2008-07,AMAZONAS,2.4248000000000003
2008-07,BAHIA,2.6774
2008-07,CEARA,2.5992
2008-07,DISTRITO FEDERAL,2.5822
2008-07,ESPIRITO SANTO,2.6214000000000004
2008-07,GOIAS,2.4146
2008-07,MARANHAO,2.6384
2008-07,MATO GROSSO,2.6593999999999998
2008-07,MATO GROSSO DO SUL,2.6768
2008-07,MINAS GERAIS,2.4246000000000003
2008-07,PARA,2.716
2008-07,PARAIBA,2.4568
2008-07,PARANA,2.4021999999999997
2008-07,PERNAMBUCO,2.6
2008-07,PIAUI,2.5420000000000003
2008-07,RIO DE JANEIRO,2.543
2008-07,RIO GRANDE DO NORTE,2.5222
2008-07,RIO GRANDE DO SUL,2.596
2008-07,RONDONIA,2.6934
2008-07,RORAIMA,2.6772
2008-07,SANTA CATARINA,2.5236
2008-07,SAO PAULO,2.4004000000000003
2008-07,SERGIPE,2.5292000000000003
2008-07,TOCANTINS,2.7399999999999998
2008-08,ACRE,2.9602500000000003
2008-08,ALAGOAS,2.76
2008-08,AMAPA,2.6012500000000003
2008-08,AMAZONAS,2.43675
2008-08,BAHIA,2.674
2008-08,CEARA,2.62
2008-08,DISTRITO FEDERAL,2.53625
2008-08,ESPIRITO SANTO,2.62125
2008-08,GOIAS,2.492
2008-08,MARANHAO,2.6385
2008-08,MATO GROSSO,2.615
2008-08,MATO GROSSO DO SUL,2.71575
2008-08,MINAS GERAIS,2.431
2008-08,PARA,2.7265
2008-08,PARAIBA,2.4522500000000003
2008-08,PARANA,2.3685
2008-08,PERNAMBUCO,2.6045
2008-08,PIAUI,2.6055
2008-08,RIO DE JANEIRO,2.5484999999999998
2008-08,RIO GRANDE DO NORTE,2.6555
2008-08,RIO GRANDE DO SUL,2.59225
2008-08,RONDONIA,2.7199999999999998
2008-08,RORAIMA,2.7039999999999997
2008-08,SANTA CATARINA,2.5477499999999997
2008-08,SAO PAULO,2.4052499999999997
2008-08,SERGIPE,2.52625
2008-08,TOCANTINS,2.74175
2008-09,ACRE,2.96675
2008-09,ALAGOAS,2.7595
2008-09,AMAPA,2.6055
2008-09,AMAZONAS,2.46725
2008-09,BAHIA,2.65825
2008-09,CEARA,2.6105
2008-09,DISTRITO FEDERAL,2.42725
2008-09,ESPIRITO SANTO,2.636
2008-09,GOIAS,2.56475
2008-09,MARANHAO,2.632
2008-09,MATO GROSSO,2.67025
2008-09,MATO GROSSO DO SUL,2.71075
2008-09,MINAS GERAIS,2.4539999999999997
2008-09,PARA,2.78225
2008-09,PARAIBA,2.426
2008-09,PARANA,2.44225
2008-09,PERNAMBUCO,2.60475
2008-09,PIAUI,2.6275
2008-09,RIO DE JANEIRO,2.55125
2008-09,RIO GRANDE DO NORTE,2.663
2008-09,RIO GRANDE DO SUL,2.5915
2008-09,RONDONIA,2.71175
2008-09,RORAIMA,2.713
2008-09,SANTA CATARINA,2.55375
2008-09,SAO PAULO,2.40325
2008-09,SERGIPE,2.5265
2008-09,TOCANTINS,2.73775
2008-10,ACRE,2.9796
2008-10,ALAGOAS,2.7558
2008-10,AMAPA,2.6252000000000004
2008-10,AMAZONAS,2.4514
2008-10,BAHIA,2.6128
2008-10,CEARA,2.5632
2008-10,DISTRITO FEDERAL,2.4532
2008-10,ESPIRITO SANTO,2.6696
2008-10,GOIAS,2.5636
2008-10,MARANHAO,2.6334
2008-10,MATO GROSSO,2.7256
2008-10,MATO GROSSO DO SUL,2.712
2008-10,MINAS GERAIS,2.4546
2008-10,PARA,2.7816
2008-10,PARAIBA,2.469
2008-10,PARANA,2.4396
2008-10,PERNAMBUCO,2.5954
2008-10,PIAUI,2.6242
2008-10,RIO DE JANEIRO,2.5558
2008-10,RIO GRANDE DO NORTE,2.6643999999999997
2008-10,RIO GRANDE DO SUL,2.593
2008-10,RONDONIA,2.7102
2008-10,RORAIMA,2.7136000000000005
2008-10,SANTA CATARINA,2.5532
2008-10,SAO PAULO,2.4092
2008-10,SERGIPE,2.527
2008-10,TOCANTINS,2.7350000000000003
2008-11,ACRE,2.9785
2008-11,ALAGOAS,2.75075
2008-11,AMAPA,2.69825
