MES_ANO,ESTADO,VALOR REVENDA (R$/L)
2008-11,AMAZONAS,2.44925
2008-11,BAHIA,2.5575
2008-11,CEARA,2.5375
2008-11,DISTRITO FEDERAL,2.58625
2008-11,ESPIRITO SANTO,2.66275
2008-11,GOIAS,2.576
2008-11,MARANHAO,2.6265
2008-11,MATO GROSSO,2.6755
2008-11,MATO GROSSO DO SUL,2.7127499999999998
2008-11,MINAS GERAIS,2.4535
2008-11,PARA,2.781
2008-11,PARAIBA,2.4895
2008-11,PARANA,2.459
2008-11,PERNAMBUCO,2.59475
2008-11,PIAUI,2.6585
2008-11,RIO DE JANEIRO,2.55825
2008-11,RIO GRANDE DO NORTE,2.66525
2008-11,RIO GRANDE DO SUL,2.5915
2008-11,RONDONIA,2.724
2008-11,RORAIMA,2.7205
2008-11,SANTA CATARINA,2.55125
2008-11,SAO PAULO,2.412
2008-11,SERGIPE,2.52675
2008-11,TOCANTINS,2.7345
2008-12,ACRE,2.9756
2008-12,ALAGOAS,2.7398
2008-12,AMAPA,2.6986
2008-12,AMAZONAS,2.5532
2008-12,BAHIA,2.6193999999999997
2008-12,CEARA,2.5154
2008-12,DISTRITO FEDERAL,2.658
2008-12,ESPIRITO SANTO,2.6766
2008-12,GOIAS,2.584
2008-12,MARANHAO,2.6218
2008-12,MATO GROSSO,2.7692
2008-12,MATO GROSSO DO SUL,2.7278
2008-12,MINAS GERAIS,2.4538
2008-12,PARA,2.7722
2008-12,PARAIBA,2.4744
2008-12,PARANA,2.4387999999999996
2008-12,PERNAMBUCO,2.5832
2008-12,PIAUI,2.6149999999999998
2008-12,RIO DE JANEIRO,2.5614
2008-12,RIO GRANDE DO NORTE,2.6488
2008-12,RIO GRANDE DO SUL,2.588
2008-12,RONDONIA,2.721
2008-12,RORAIMA,2.725
2008-12,SANTA CATARINA,2.5492
2008-12,SAO PAULO,2.4118
2008-12,SERGIPE,2.5262000000000002
2008-12,TOCANTINS,2.7442
2009-01,ACRE,2.9745
2009-01,ALAGOAS,2.723
2009-01,AMAPA,2.6955
2009-01,AMAZONAS,2.5915
2009-01,BAHIA,2.6505
2009-01,CEARA,2.45825
2009-01,DISTRITO FEDERAL,2.67625
2009-01,ESPIRITO SANTO,2.677
2009-01,GOIAS,2.5860000000000003
2009-01,MARANHAO,2.62775
2009-01,MATO GROSSO,2.79575
2009-01,MATO GROSSO DO SUL,2.699
2009-01,MINAS GERAIS,2.4522500000000003
2009-01,PARA,2.76925
2009-01,PARAIBA,2.44475
2009-01,PARANA,2.444
2009-01,PERNAMBUCO,2.541
2009-01,PIAUI,2.5484999999999998
2009-01,RIO DE JANEIRO,2.5635
2009-01,RIO GRANDE DO NORTE,2.6115
2009-01,RIO GRANDE DO SUL,2.578
2009-01,RONDONIA,2.6955
2009-01,RORAIMA,2.70525
2009-01,SANTA CATARINA,2.55825
2009-01,SAO PAULO,2.40875
2009-01,SERGIPE,2.52475
2009-01,TOCANTINS,2.74325
2009-02,ACRE,2.975
2009-02,ALAGOAS,2.71875
2009-02,AMAPA,2.69175
2009-02,AMAZONAS,2.56925
2009-02,BAHIA,2.68125
2009-02,CEARA,2.57375
2009-02,DISTRITO FEDERAL,2.676
2009-02,ESPIRITO SANTO,2.67075
2009-02,GOIAS,2.587
2009-02,MARANHAO,2.621
2009-02,MATO GROSSO,2.72375
2009-02,MATO GROSSO DO SUL,2.6719999999999997
2009-02,MINAS GERAIS,2.4465
2009-02,PARA,2.7675
2009-02,PARAIBA,2.4215
2009-02,PARANA,2.4314999999999998
2009-02,PERNAMBUCO,2.589
2009-02,PIAUI,2.5865
2009-02,RIO DE JANEIRO,2.56075
2009-02,RIO GRANDE DO NORTE,2.541
2009-02,RIO GRANDE DO SUL,2.5802500000000004
2009-02,RONDONIA,2.69325
2009-02,RORAIMA,2.702
2009-02,SANTA CATARINA,2.55325
2009-02,SAO PAULO,2.41125
2009-02,SERGIPE,2.5252499999999998
2009-02,TOCANTINS,2.74575
2009-03,ACRE,2.97525
2009-03,ALAGOAS,2.702
2009-03,AMAPA,2.68875
2009-03,AMAZONAS,2.602
2009-03,BAHIA,2.6807499999999997
2009-03,CEARA,2.55475
2009-03,DISTRITO FEDERAL,2.67375
2009-03,ESPIRITO SANTO,2.66925
2009-03,GOIAS,2.58675
2009-03,MARANHAO,2.62325
2009-03,MATO GROSSO,2.7277500000000003
2009-03,MATO GROSSO DO SUL,2.6622500000000002
2009-03,MINAS GERAIS,2.44225
2009-03,PARA,2.7647500000000003
2009-03,PARAIBA,2.452
2009-03,PARANA,2.4045
2009-03,PERNAMBUCO,2.5705
2009-03,PIAUI,2.6
2009-03,RIO DE JANEIRO,2.56175
2009-03,RIO GRANDE DO NORTE,2.6550000000000002
2009-03,RIO GRANDE DO SUL,2.564
2009-03,RONDONIA,2.69575
2009-03,RORAIMA,2.6995
2009-03,SANTA CATARINA,2.54675
2009-03,SAO PAULO,2.40625
2009-03,SERGIPE,2.5265
2009-03,TOCANTINS,2.74675
2009-04,ACRE,2.9744
2009-04,ALAGOAS,2.6832000000000003
2009-04,AMAPA,2.6848
2009-04,AMAZONAS,2.5834
2009-04,BAHIA,2.5986000000000002
2009-04,CEARA,2.4656
2009-04,DISTRITO FEDERAL,2.6727999999999996
2009-04,ESPIRITO SANTO,2.6597999999999997
2009-04,GOIAS,2.586
2009-04,MARANHAO,2.6212
2009-04,MATO GROSSO,2.6875999999999998
2009-04,MATO GROSSO DO SUL,2.6984000000000004
2009-04,MINAS GERAIS,2.4335999999999998
2009-04,PARA,2.7596
2009-04,PARAIBA,2.4067999999999996
2009-04,PARANA,2.4684
2009-04,PERNAMBUCO,2.5046
2009-04,PIAUI,2.5385999999999997
2009-04,RIO DE JANEIRO,2.5606
2009-04,RIO GRANDE DO NORTE,2.6418
2009-04,RIO GRANDE DO SUL,2.5518
2009-04,RONDONIA,2.6794000000000002
2009-04,RORAIMA,2.6997999999999998
2009-04,SANTA CATARINA,2.5286
2009-04,SAO PAULO,2.3958
2009-04,SERGIPE,2.5268
2009-04,TOCANTINS,2.7388000000000003
2009-05,ACRE,2.974
2009-05,ALAGOAS,2.66225
2009-05,AMAPA,2.6835
2009-05,AMAZONAS,2.51175
2009-05,BAHIA,2.5092499999999998
2009-05,CEARA,2.42825
2009-05,DISTRITO FEDERAL,2.6712499999999997
2009-05,ESPIRITO SANTO,2.6375
2009-05,GOIAS,2.581
2009-05,MARANHAO,2.613
2009-05,MATO GROSSO,2.625
2009-05,MATO GROSSO DO SUL,2.6654999999999998
2009-05,MINAS GERAIS,2.42075
2009-05,PARA,2.75875
2009-05,PARAIBA,2.3745000000000003
2009-05,PARANA,2.4275
2009-05,PERNAMBUCO,2.572
2009-05,PIAUI,2.5997500000000002
2009-05,RIO DE JANEIRO,2.555
2009-05,RIO GRANDE DO NORTE,2.59825
2009-05,RIO GRANDE DO SUL,2.53375
2009-05,RONDONIA,2.66975
2009-05,RORAIMA,2.70075
2009-05,SANTA CATARINA,2.5075
2009-05,SAO PAULO,2.38825
2009-05,SERGIPE,2.5244999999999997
2009-05,TOCANTINS,2.73775
2009-06,ACRE,2.97175
2009-06,ALAGOAS,2.6515
2009-06,AMAPA,2.681
2009-06,AMAZONAS,2.58025
2009-06,BAHIA,2.6639999999999997
2009-06,CEARA,2.42825
2009-06,DISTRITO FEDERAL,2.66825
2009-06,ESPIRITO SANTO,2.62175
2009-06,GOIAS,2.57575
2009-06,MARANHAO,2.6105
2009-06,MATO GROSSO,2.72275
2009-06,MATO GROSSO DO SUL,2.62325
2009-06,MINAS GERAIS,2.40925
2009-06,PARA,2.75675
2009-06,PARAIBA,2.423
2009-06,PARANA,2.46325
2009-06,PERNAMBUCO,2.592
2009-06,PIAUI,2.5785
2009-06,RIO DE JANEIRO,2.5505
2009-06,RIO GRANDE DO NORTE,2.5372500000000002
2009-06,RIO GRANDE DO SUL,2.508
2009-06,RONDONIA,2.656
2009-06,RORAIMA,2.7
2009-06,SANTA CATARINA,2.4835000000000003
2009-06,SAO PAULO,2.37525
2009-06,SERGIPE,2.5205
2009-06,TOCANTINS,2.73775
2009-07,ACRE,2.9668
2009-07,ALAGOAS,2.6398
2009-07,AMAPA,2.67
2009-07,AMAZONAS,2.498
2009-07,BAHIA,2.6678
2009-07,CEARA,2.6
2009-07,DISTRITO FEDERAL,2.653
2009-07,ESPIRITO SANTO,2.612
2009-07,GOIAS,2.57
2009-07,MARANHAO,2.5964
2009-07,MATO GROSSO,2.7112
2009-07,MATO GROSSO DO SUL,2.6768
2009-07,MINAS GERAIS,2.4183999999999997
2009-07,PARA,2.753
2009-07,PARAIBA,2.4198
2009-07,PARANA,2.4706
2009-07,PERNAMBUCO,2.5896
2009-07,PIAUI,2.512
2009-07,RIO DE JANEIRO,2.5468
2009-07,RIO GRANDE DO NORTE,2.597
2009-07,RIO GRANDE DO SUL,2.5446
2009-07,RONDONIA,2.6554
2009-07,RORAIMA,2.6992000000000003
2009-07,SANTA CATARINA,2.4778
2009-07,SAO PAULO,2.3716
2009-07,SERGIPE,2.5212
2009-07,TOCANTINS,2.7318000000000002
2009-08,ACRE,2.9655
2009-08,ALAGOAS,2.629
2009-08,AMAPA,2.6689999999999996
2009-08,AMAZONAS,2.4894999999999996
2009-08,BAHIA,2.6675
2009-08,CEARA,2.6005000000000003
2009-08,DISTRITO FEDERAL,2.661
2009-08,ESPIRITO SANTO,2.6075
2009-08,GOIAS,2.5655
2009-08,MARANHAO,2.585
2009-08,MATO GROSSO,2.7275
2009-08,MATO GROSSO DO SUL,2.684
2009-08,MINAS GERAIS,2.431
2009-08,PARA,2.7515
2009-08,PARAIBA,2.4234999999999998
2009-08,PARANA,2.4645
2009-08,PERNAMBUCO,2.5885
2009-08,PIAUI,2.52
2009-08,RIO DE JANEIRO,2.55
2009-08,RIO GRANDE DO NORTE,2.5975
2009-08,RIO GRANDE DO SUL,2.58
2009-08,RONDONIA,2.654
2009-08,RORAIMA,2.7005
2009-08,SANTA CATARINA,2.4805
2009-08,SAO PAULO,2.374
2009-08,SERGIPE,2.5795
2009-08,TOCANTINS,2.7275
2009-09,ACRE,2.9268
2009-09,ALAGOAS,2.7148
2009-09,AMAPA,2.6732
2009-09,AMAZONAS,2.5888
2009-09,BAHIA,2.6710000000000003
2009-09,CEARA,2.5476
2009-09,DISTRITO FEDERAL,2.6675999999999997
2009-09,ESPIRITO SANTO,2.5634
2009-09,GOIAS,2.5625999999999998
2009-09,MARANHAO,2.5745999999999998
2009-09,MATO GROSSO,2.6402
2009-09,MATO GROSSO DO SUL,2.5926
2009-09,MINAS GERAIS,2.3798000000000004
2009-09,PARA,2.7122
2009-09,PARAIBA,2.4024
2009-09,PARANA,2.4558
2009-09,PERNAMBUCO,2.5766
2009-09,PIAUI,2.5103999999999997
2009-09,RIO DE JANEIRO,2.5332
2009-09,RIO GRANDE DO NORTE,2.4936
2009-09,RIO GRANDE DO SUL,2.5106
2009-09,RONDONIA,2.5442
2009-09,RORAIMA,2.6876
2009-09,SANTA CATARINA,2.498
2009-09,SAO PAULO,2.3738
2009-09,SERGIPE,2.5768
2009-09,TOCANTINS,2.7428
2009-10,ACRE,2.95975
2009-10,ALAGOAS,2.7359999999999998
2009-10,AMAPA,2.7242499999999996
2009-10,AMAZONAS,2.53325
2009-10,BAHIA,2.677
2009-10,CEARA,2.5415
2009-10,DISTRITO FEDERAL,2.6905
2009-10,ESPIRITO SANTO,2.5932500000000003
2009-10,GOIAS,2.5835
2009-10,MARANHAO,2.5525
2009-10,MATO GROSSO,2.73
2009-10,MATO GROSSO DO SUL,2.64675
2009-10,MINAS GERAIS,2.46
2009-10,PARA,2.74475
2009-10,PARAIBA,2.40875
2009-10,PARANA,2.5172499999999998
2009-10,PERNAMBUCO,2.573
2009-10,PIAUI,2.582
2009-10,RIO DE JANEIRO,2.57475
2009-10,RIO GRANDE DO NORTE,2.60975
2009-10,RIO GRANDE DO SUL,2.58225
2009-10,RONDONIA,2.70825
2009-10,RORAIMA,2.69525
2009-10,SANTA CATARINA,2.551
2009-10,SAO PAULO,2.42375
2009-10,SERGIPE,2.58875
2009-10,TOCANTINS,2.7245
2009-11,ACRE,2.9595000000000002
2009-11,ALAGOAS,2.738
2009-11,AMAPA,2.80125
2009-11,AMAZONAS,2.627
2009-11,BAHIA,2.60175
2009-11,CEARA,2.63325
2009-11,DISTRITO FEDERAL,2.7315
2009-11,ESPIRITO SANTO,2.6115
2009-11,GOIAS,2.6159999999999997
2009-11,MARANHAO,2.5772500000000003
2009-11,MATO GROSSO,2.79425
2009-11,MATO GROSSO DO SUL,2.675
2009-11,MINAS GERAIS,2.4935
2009-11,PARA,2.7675
2009-11,PARAIBA,2.412
2009-11,PARANA,2.547
2009-11,PERNAMBUCO,2.533
2009-11,PIAUI,2.60725
2009-11,RIO DE JANEIRO,2.6027500000000003
2009-11,RIO GRANDE DO NORTE,2.65375
2009-11,RIO GRANDE DO SUL,2.58425
2009-11,RONDONIA,2.75325
2009-11,RORAIMA,2.69775
2009-11,SANTA CATARINA,2.601
2009-11,SAO PAULO,2.444
2009-11,SERGIPE,2.59925
2009-11,TOCANTINS,2.72675
2009-12,ACRE,2.9518
2009-12,ALAGOAS,2.7336
2009-12,AMAPA,2.8832
2009-12,AMAZONAS,2.6236
2009-12,BAHIA,2.5842
2009-12,CEARA,2.614
2009-12,DISTRITO FEDERAL,2.728
2009-12,ESPIRITO SANTO,2.6445999999999996
2009-12,GOIAS,2.6428000000000003
2009-12,MARANHAO,2.564
2009-12,MATO GROSSO,2.7925999999999997
2009-12,MATO GROSSO DO SUL,2.674
2009-12,MINAS GERAIS,2.4984
2009-12,PARA,2.7838000000000003
2009-12,PARAIBA,2.4044
2009-12,PARANA,2.5514
2009-12,PERNAMBUCO,2.6262
2009-12,PIAUI,2.5844
2009-12,RIO DE JANEIRO,2.6254
2009-12,RIO GRANDE DO NORTE,2.5740000000000003
2009-12,RIO GRANDE DO SUL,2.5736
2009-12,RONDONIA,2.7312000000000003
2009-12,RORAIMA,2.6988
2009-12,SANTA CATARINA,2.6155999999999997
2009-12,SAO PAULO,2.4532
2009-12,SERGIPE,2.5978000000000003
2009-12,TOCANTINS,2.7362
2010-01,ACRE,2.958
2010-01,ALAGOAS,2.73225
2010-01,AMAPA,2.8845
2010-01,AMAZONAS,2.6342499999999998
2010-01,BAHIA,2.6967499999999998
2010-01,CEARA,2.5715
2010-01,DISTRITO FEDERAL,2.7475
2010-01,ESPIRITO SANTO,2.6654999999999998
2010-01,GOIAS,2.6665
2010-01,MARANHAO,2.5789999999999997
2010-01,MATO GROSSO,2.77475
2010-01,MATO GROSSO DO SUL,2.65175
2010-01,MINAS GERAIS,2.5252499999999998
2010-01,PARA,2.79725
2010-01,PARAIBA,2.424
2010-01,PARANA,2.58625
2010-01,PERNAMBUCO,2.57625
2010-01,PIAUI,2.551
2010-01,RIO DE JANEIRO,2.66425
2010-01,RIO GRANDE DO NORTE,2.662
2010-01,RIO GRANDE DO SUL,2.604
2010-01,RONDONIA,2.74675
2010-01,RORAIMA,2.76725
2010-01,SANTA CATARINA,2.64425
2010-01,SAO PAULO,2.4895
2010-01,SERGIPE,2.6077500000000002
2010-01,TOCANTINS,2.78325
2010-02,ACRE,2.99525
2010-02,ALAGOAS,2.7345
2010-02,AMAPA,2.879
2010-02,AMAZONAS,2.7247500000000002
2010-02,BAHIA,2.755
2010-02,CEARA,2.581
2010-02,DISTRITO FEDERAL,2.7552499999999998
2010-02,ESPIRITO SANTO,2.705
2010-02,GOIAS,2.67425
2010-02,MARANHAO,2.5780000000000003
2010-02,MATO GROSSO,2.78825
2010-02,MATO GROSSO DO SUL,2.638
2010-02,MINAS GERAIS,2.55625
2010-02,PARA,2.8142500000000004
2010-02,PARAIBA,2.4305
2010-02,PARANA,2.59825
2010-02,PERNAMBUCO,2.569
2010-02,PIAUI,2.5374999999999996
2010-02,RIO DE JANEIRO,2.68725
2010-02,RIO GRANDE DO NORTE,2.6755
2010-02,RIO GRANDE DO SUL,2.6310000000000002
2010-02,RONDONIA,2.7727500000000003
2010-02,RORAIMA,2.8385
2010-02,SANTA CATARINA,2.68825
2010-02,SAO PAULO,2.517
2010-02,SERGIPE,2.62775
2010-02,TOCANTINS,2.822
2010-03,ACRE,2.9912
2010-03,ALAGOAS,2.7308
2010-03,AMAPA,2.878
2010-03,AMAZONAS,2.5736
2010-03,BAHIA,2.7404
2010-03,CEARA,2.504
2010-03,DISTRITO FEDERAL,2.7344
2010-03,ESPIRITO SANTO,2.701
2010-03,GOIAS,2.5944
2010-03,MARANHAO,2.5084
2010-03,MATO GROSSO,2.8154
2010-03,MATO GROSSO DO SUL,2.6142
2010-03,MINAS GERAIS,2.532
2010-03,PARA,2.7834
2010-03,PARAIBA,2.43
2010-03,PARANA,2.4946
2010-03,PERNAMBUCO,2.5614
2010-03,PIAUI,2.5098
2010-03,RIO DE JANEIRO,2.6798
2010-03,RIO GRANDE DO NORTE,2.676
2010-03,RIO GRANDE DO SUL,2.6298000000000004
2010-03,RONDONIA,2.7578
2010-03,RORAIMA,2.8392
2010-03,SANTA CATARINA,2.632
2010-03,SAO PAULO,2.4828
2010-03,SERGIPE,2.6314
2010-03,TOCANTINS,2.8348
2010-04,ACRE,2.975
2010-04,ALAGOAS,2.71775
2010-04,AMAPA,2.8625
2010-04,AMAZONAS,2.7075
2010-04,BAHIA,2.733
2010-04,CEARA,2.558
2010-04,DISTRITO FEDERAL,2.73475
2010-04,ESPIRITO SANTO,2.6795
2010-04,GOIAS,2.457
2010-04,MARANHAO,2.53775
2010-04,MATO GROSSO,2.755
2010-04,MATO GROSSO DO SUL,2.605
2010-04,MINAS GERAIS,2.4975
2010-04,PARA,2.7487500000000002
2010-04,PARAIBA,2.40675
2010-04,PARANA,2.49825
2010-04,PERNAMBUCO,2.65025
2010-04,PIAUI,2.49725
2010-04,RIO DE JANEIRO,2.6515
2010-04,RIO GRANDE DO NORTE,2.678
2010-04,RIO GRANDE DO SUL,2.60375
2010-04,RONDONIA,2.73825
2010-04,RORAIMA,2.8395
2010-04,SANTA CATARINA,2.529
2010-04,SAO PAULO,2.4535
2010-04,SERGIPE,2.6135
2010-04,TOCANTINS,2.83125
2010-05,ACRE,2.97325
2010-05,ALAGOAS,2.68625
2010-05,AMAPA,2.85875
2010-05,AMAZONAS,2.6877500000000003
2010-05,BAHIA,2.7345
2010-05,CEARA,2.6905
2010-05,DISTRITO FEDERAL,2.71825
2010-05,ESPIRITO SANTO,2.66725
2010-05,GOIAS,2.43625
2010-05,MARANHAO,2.609
2010-05,MATO GROSSO,2.7562499999999996
2010-05,MATO GROSSO DO SUL,2.624
2010-05,MINAS GERAIS,2.495
2010-05,PARA,2.7495
2010-05,PARAIBA,2.3905000000000003
2010-05,PARANA,2.5172499999999998
2010-05,PERNAMBUCO,2.64825
2010-05,PIAUI,2.5595
2010-05,RIO DE JANEIRO,2.6435
2010-05,RIO GRANDE DO NORTE,2.67725
2010-05,RIO GRANDE DO SUL,2.5782499999999997
2010-05,RONDONIA,2.73925
2010-05,RORAIMA,2.83925
2010-05,SANTA CATARINA,2.54575
2010-05,SAO PAULO,2.4365
2010-05,SERGIPE,2.62
2010-05,TOCANTINS,2.83575
2010-06,ACRE,2.97
2010-06,ALAGOAS,2.6886
2010-06,AMAPA,2.8642000000000003
2010-06,AMAZONAS,2.6128
2010-06,BAHIA,2.7252
2010-06,CEARA,2.6834
2010-06,DISTRITO FEDERAL,2.6444
2010-06,ESPIRITO SANTO,2.6478
2010-06,GOIAS,2.434
2010-06,MARANHAO,2.6486
2010-06,MATO GROSSO,2.7546
2010-06,MATO GROSSO DO SUL,2.6204
2010-06,MINAS GERAIS,2.4810000000000003
2010-06,PARA,2.781
2010-06,PARAIBA,2.4082
2010-06,PARANA,2.4602
2010-06,PERNAMBUCO,2.6412
2010-06,PIAUI,2.5103999999999997
2010-06,RIO DE JANEIRO,2.6353999999999997
2010-06,RIO GRANDE DO NORTE,2.6764
2010-06,RIO GRANDE DO SUL,2.561
2010-06,RONDONIA,2.7366
2010-06,RORAIMA,2.8392
2010-06,SANTA CATARINA,2.518
2010-06,SAO PAULO,2.4244
2010-06,SERGIPE,2.6054
2010-06,TOCANTINS,2.8364
2010-07,ACRE,2.96925
2010-07,ALAGOAS,2.745
2010-07,AMAPA,2.8635
2010-07,AMAZONAS,2.55475
2010-07,BAHIA,2.7119999999999997
2010-07,CEARA,2.673
2010-07,DISTRITO FEDERAL,2.64875
2010-07,ESPIRITO SANTO,2.63875
2010-07,GOIAS,2.44225
2010-07,MARANHAO,2.63125
2010-07,MATO GROSSO,2.75075
2010-07,MATO GROSSO DO SUL,2.61375
2010-07,MINAS GERAIS,2.4975
2010-07,PARA,2.75775
2010-07,PARAIBA,2.51975
2010-07,PARANA,2.4695
2010-07,PERNAMBUCO,2.6327499999999997
2010-07,PIAUI,2.476
2010-07,RIO DE JANEIRO,2.629
2010-07,RIO GRANDE DO NORTE,2.6782500000000002
2010-07,RIO GRANDE DO SUL,2.563
2010-07,RONDONIA,2.73775
2010-07,RORAIMA,2.8395
2010-07,SANTA CATARINA,2.47575
2010-07,SAO PAULO,2.42825
2010-07,SERGIPE,2.5947500000000003
2010-07,TOCANTINS,2.83725
2010-08,ACRE,2.969
2010-08,ALAGOAS,2.72925
2010-08,AMAPA,2.8602499999999997
2010-08,AMAZONAS,2.59175
2010-08,BAHIA,2.69275
2010-08,CEARA,2.668
2010-08,DISTRITO FEDERAL,2.66275
2010-08,ESPIRITO SANTO,2.6265
2010-08,GOIAS,2.4695
2010-08,MARANHAO,2.6035
2010-08,MATO GROSSO,2.7407500000000002
2010-08,MATO GROSSO DO SUL,2.6585
2010-08,MINAS GERAIS,2.5015
2010-08,PARA,2.743
2010-08,PARAIBA,2.5315
2010-08,PARANA,2.518
2010-08,PERNAMBUCO,2.6285
2010-08,PIAUI,2.4705
2010-08,RIO DE JANEIRO,2.623
2010-08,RIO GRANDE DO NORTE,2.67525
2010-08,RIO GRANDE DO SUL,2.6100000000000003
2010-08,RONDONIA,2.7445
2010-08,RORAIMA,2.8385
2010-08,SANTA CATARINA,2.4625
2010-08,SAO PAULO,2.4335
2010-08,SERGIPE,2.59
2010-08,TOCANTINS,2.8310000000000004
2010-09,ACRE,2.9706
2010-09,ALAGOAS,2.7096
2010-09,AMAPA,2.8362000000000003
2010-09,AMAZONAS,2.5454
2010-09,BAHIA,2.6109999999999998
2010-09,CEARA,2.6668
2010-09,DISTRITO FEDERAL,2.663
2010-09,ESPIRITO SANTO,2.6841999999999997
2010-09,GOIAS,2.5084
2010-09,MARANHAO,2.5968
2010-09,MATO GROSSO,2.7416
2010-09,MATO GROSSO DO SUL,2.6898
2010-09,MINAS GERAIS,2.499
2010-09,PARA,2.7462
2010-09,PARAIBA,2.491
2010-09,PARANA,2.5276
2010-09,PERNAMBUCO,2.6202
2010-09,PIAUI,2.4737999999999998
2010-09,RIO DE JANEIRO,2.6212
2010-09,RIO GRANDE DO NORTE,2.675
2010-09,RIO GRANDE DO SUL,2.6058
2010-09,RONDONIA,2.7564
2010-09,RORAIMA,2.8388
2010-09,SANTA CATARINA,2.5412
2010-09,SAO PAULO,2.437
2010-09,SERGIPE,2.5698
2010-09,TOCANTINS,2.8332
2010-10,ACRE,2.98075
2010-10,ALAGOAS,2.6965
2010-10,AMAPA,2.7995
2010-10,AMAZONAS,2.5515
2010-10,BAHIA,2.69225
2010-10,CEARA,2.66675
2010-10,DISTRITO FEDERAL,2.7125
2010-10,ESPIRITO SANTO,2.6985
2010-10,GOIAS,2.62275
2010-10,MARANHAO,2.58775
2010-10,MATO GROSSO,2.7805
2010-10,MATO GROSSO DO SUL,2.69375
2010-10,MINAS GERAIS,2.5215
2010-10,PARA,2.7592499999999998
2010-10,PARAIBA,2.44875
2010-10,PARANA,2.54425
2010-10,PERNAMBUCO,2.595
2010-10,PIAUI,2.49925
2010-10,RIO DE JANEIRO,2.6355
2010-10,RIO GRANDE DO NORTE,2.6765
2010-10,RIO GRANDE DO SUL,2.615
2010-10,RONDONIA,2.81075
2010-10,RORAIMA,2.8385
2010-10,SANTA CATARINA,2.6055
2010-10,SAO PAULO,2.4699999999999998
2010-10,SERGIPE,2.59625
2010-10,TOCANTINS,2.82775
2010-11,ACRE,3.032
2010-11,ALAGOAS,2.7295
2010-11,AMAPA,2.8
2010-11,AMAZONAS,2.4677499999999997
2010-11,BAHIA,2.7565
2010-11,CEARA,2.66675
2010-11,DISTRITO FEDERAL,2.7744999999999997
2010-11,ESPIRITO SANTO,2.75375
2010-11,GOIAS,2.6727499999999997
2010-11,MARANHAO,2.58375
2010-11,MATO GROSSO,2.801
2010-11,MATO GROSSO DO SUL,2.689
2010-11,MINAS GERAIS,2.5335
2010-11,PARA,2.76
2010-11,PARAIBA,2.43725
2010-11,PARANA,2.56
2010-11,PERNAMBUCO,2.60275
2010-11,PIAUI,2.53125
2010-11,RIO DE JANEIRO,2.652
2010-11,RIO GRANDE DO NORTE,2.6765
2010-11,RIO GRANDE DO SUL,2.6195
2010-11,RONDONIA,2.83875
2010-11,RORAIMA,2.83925
2010-11,SANTA CATARINA,2.63725
2010-11,SAO PAULO,2.482
2010-11,SERGIPE,2.6205
2010-11,TOCANTINS,2.81475
2010-12,ACRE,3.0374
2010-12,ALAGOAS,2.7998000000000003
2010-12,AMAPA,2.803
2010-12,AMAZONAS,2.657
2010-12,BAHIA,2.7316
2010-12,CEARA,2.6668
2010-12,DISTRITO FEDERAL,2.774
2010-12,ESPIRITO SANTO,2.7534
2010-12,GOIAS,2.6746
2010-12,MARANHAO,2.5476
2010-12,MATO GROSSO,2.8052
2010-12,MATO GROSSO DO SUL,2.6866
2010-12,MINAS GERAIS,2.5460000000000003
2010-12,PARA,2.7506
2010-12,PARAIBA,2.4402
2010-12,PARANA,2.5829999999999997
2010-12,PERNAMBUCO,2.6578
2010-12,PIAUI,2.5911999999999997
2010-12,RIO DE JANEIRO,2.661
2010-12,RIO GRANDE DO NORTE,2.6784
2010-12,RIO GRANDE DO SUL,2.6112
2010-12,RONDONIA,2.8470000000000004
2010-12,RORAIMA,2.8384
2010-12,SANTA CATARINA,2.6334
2010-12,SAO PAULO,2.4976
2010-12,SERGIPE,2.6172
2010-12,TOCANTINS,2.8006
2011-01,ACRE,3.03575
2011-01,ALAGOAS,2.80725
2011-01,AMAPA,2.8017499999999997
2011-01,AMAZONAS,2.7085
2011-01,BAHIA,2.7359999999999998
2011-01,CEARA,2.667
2011-01,DISTRITO FEDERAL,2.774
2011-01,ESPIRITO SANTO,2.7584999999999997
2011-01,GOIAS,2.691
2011-01,MARANHAO,2.547
2011-01,MATO GROSSO,2.8667499999999997
2011-01,MATO GROSSO DO SUL,2.6807499999999997
2011-01,MINAS GERAIS,2.5855
2011-01,PARA,2.75
2011-01,PARAIBA,2.46175
2011-01,PARANA,2.59375
2011-01,PERNAMBUCO,2.65325
2011-01,PIAUI,2.67125
2011-01,RIO DE JANEIRO,2.67575
2011-01,RIO GRANDE DO NORTE,2.67575
2011-01,RIO GRANDE DO SUL,2.6092500000000003
2011-01,RONDONIA,2.8565
2011-01,RORAIMA,2.83925
2011-01,SANTA CATARINA,2.63525
2011-01,SAO PAULO,2.50725
2011-01,SERGIPE,2.58325
2011-01,TOCANTINS,2.7995
2011-02,ACRE,3.0365
2011-02,ALAGOAS,2.80525
2011-02,AMAPA,2.812
2011-02,AMAZONAS,2.709
2011-02,BAHIA,2.75725
2011-02,CEARA,2.66975
2011-02,DISTRITO FEDERAL,2.7784999999999997
2011-02,ESPIRITO SANTO,2.76625
2011-02,GOIAS,2.7065
2011-02,MARANHAO,2.58375
2011-02,MATO GROSSO,2.8905
2011-02,MATO GROSSO DO SUL,2.705
